CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,Farmer_Age,Farm_Location,Farm_Size,Crop_Type,Annual_Income,Water_Bill,Fertilizer_Usage
MELON,DRY,SEMI ARID,30-40,NORMAL,7.58,47,Hail,8.59,Cucumber,146057,1583.53,165.3
MELON,DRY,SEMI ARID,30-40,SUNNY,9.08,55,Al-Madinah,1.33,Wheat,172434,9098.2,349.5
MELON,DRY,SEMI ARID,30-40,WINDY,8.58,47,Jazan,6.64,Tomato,41265,4194.56,366.3
MELON,DRY,SEMI ARID,30-40,RAINY,0.8,32,Al-Madinah,0.93,Tomato,92919,4618.71,189.9
MELON,DRY,SEMI ARID,40-50,NORMAL,8.58,46,Tabuk,7.73,Wheat,147629,9642.88,169.9
MELON,DRY,SEMI ARID,40-50,SUNNY,10.08,61,Al-Madinah,9.52,Dates,41467,5182.71,397.4
MELON,DRY,SEMI ARID,40-50,WINDY,9.58,48,Al-Ahsa,10.38,Wheat,188785,3163.93,96.0
MELON,DRY,SEMI ARID,40-50,RAINY,0.58,30,Jazan,1.67,Cucumber,113666,2967.89,326.5
MELON,DRY,SEMI HUMID,10-20,NORMAL,4.86,38,Riyadh,14.52,Dates,182489,5842.88,444.9
MELON,DRY,SEMI HUMID,10-20,SUNNY,6.36,42,Tabuk,4.45,Wheat,61588,1674.18,406.8
MELON,DRY,SEMI HUMID,10-20,WINDY,5.86,58,Jazan,3.73,Barley,166186,3983.63,495.1
MELON,DRY,SEMI HUMID,10-20,RAINY,0.2,55,Riyadh,11.04,Cucumber,148390,3709.03,445.5
MELON,DRY,SEMI HUMID,20-30,NORMAL,5.86,56,Hail,8.46,Wheat,152140,7398.28,492.9
MELON,DRY,SEMI HUMID,20-30,SUNNY,7.36,40,Tabuk,0.51,Dates,72291,9031.02,79.0
MELON,DRY,SEMI HUMID,20-30,WINDY,6.86,32,Tabuk,5.64,Dates,185190,7996.07,237.5
MELON,DRY,SEMI HUMID,20-30,RAINY,0.3,26,Tabuk,13.26,Wheat,72429,4605.23,97.4
MELON,DRY,SEMI HUMID,30-40,NORMAL,6.86,46,Al-Madinah,3.09,Dates,126382,8812.41,158.5
MELON,DRY,SEMI HUMID,30-40,SUNNY,8.36,52,Jazan,7.31,Dates,124327,8551.16,300.8
MELON,DRY,SEMI HUMID,30-40,WINDY,7.86,47,Al-Madinah,4.9,Dates,176732,4278.82,385.9
MELON,DRY,SEMI HUMID,30-40,RAINY,0.5,37,Jazan,6.71,Barley,47549,5952.41,97.9
MELON,DRY,SEMI HUMID,40-50,NORMAL,7.86,59,Tabuk,7.38,Wheat,191043,4838.9,367.7
MELON,DRY,SEMI HUMID,40-50,SUNNY,9.36,42,Hail,5.15,Cucumber,173988,3225.8,98.2
MELON,DRY,SEMI HUMID,40-50,WINDY,8.86,38,Tabuk,6.98,Cucumber,148841,8720.7,456.0
MELON,DRY,SEMI HUMID,40-50,RAINY,0.8,26,Al-Ahsa,5.15,Barley,81747,5733.75,409.8
MELON,DRY,HUMID,10-20,NORMAL,3.96,27,Al-Ahsa,1.83,Tomato,189482,2083.46,271.0
MELON,DRY,HUMID,10-20,SUNNY,5.46,27,Qassim,5.86,Tomato,47766,8166.8,118.2
MELON,DRY,HUMID,10-20,WINDY,4.96,64,Jazan,7.79,Tomato,60133,1088.06,162.8
MELON,DRY,HUMID,10-20,RAINY,0.1,52,Jazan,11.97,Tomato,144489,5306.41,334.0
MELON,DRY,HUMID,20-30,NORMAL,4.96,54,Riyadh,11.2,Wheat,42292,8300.85,367.7
MELON,DRY,HUMID,20-30,SUNNY,6.46,28,Qassim,5.91,Cucumber,193132,4204.81,155.5
MELON,DRY,HUMID,20-30,WINDY,5.96,38,Qassim,3.93,Wheat,154674,1944.59,97.0
MELON,DRY,HUMID,20-30,RAINY,0.2,60,Riyadh,13.03,Tomato,149156,4651.82,415.4
MELON,DRY,HUMID,30-40,NORMAL,5.96,32,Al-Madinah,11.86,Barley,176952,3569.45,215.6
MELON,DRY,HUMID,30-40,SUNNY,7.46,53,Hail,9.62,Cucumber,112388,7882.79,281.7
MELON,DRY,HUMID,30-40,WINDY,6.96,43,Al-Ahsa,4.66,Dates,63296,5595.83,138.3
MELON,DRY,HUMID,30-40,RAINY,0.3,35,Al-Ahsa,11.25,Dates,99970,5669.83,482.6
MELON,DRY,HUMID,40-50,NORMAL,6.96,51,Al-Madinah,1.91,Tomato,159254,3996.63,344.8
MELON,DRY,HUMID,40-50,SUNNY,8.46,32,Al-Madinah,8.67,Dates,156021,5190.6,432.2
MELON,DRY,HUMID,40-50,WINDY,7.96,55,Riyadh,6.2,Wheat,62593,9583.51,137.0
MELON,DRY,HUMID,40-50,RAINY,0.5,42,Qassim,6.92,Dates,93928,2780.77,375.8
MELON,HUMID,DESERT,10-20,NORMAL,4.68,46,Jazan,3.42,Wheat,119140,6410.59,389.5
MELON,HUMID,DESERT,10-20,SUNNY,6.18,27,Jazan,1.85,Cucumber,43921,7098.59,139.2
MELON,HUMID,DESERT,10-20,WINDY,5.68,27,Al-Madinah,12.02,Dates,159254,6693.15,301.9
MELON,HUMID,DESERT,10-20,RAINY,0.2,37,Al-Madinah,7.48,Dates,56247,9642.7,75.1
MELON,HUMID,DESERT,20-30,NORMAL,5.68,49,Jazan,11.29,Wheat,75061,4768.57,311.7
MELON,HUMID,DESERT,20-30,SUNNY,7.18,64,Qassim,13.98,Tomato,129424,3558.3,134.4
MELON,HUMID,DESERT,20-30,WINDY,6.68,36,Tabuk,2.94,Tomato,165157,9643.91,204.3
MELON,HUMID,DESERT,20-30,RAINY,0.3,57,Hail,10.61,Wheat,148986,4534.59,381.9
MELON,HUMID,DESERT,30-40,NORMAL,6.68,63,Al-Madinah,1.32,Dates,178784,1606.45,129.0
MELON,HUMID,DESERT,30-40,SUNNY,8.18,59,Al-Ahsa,13.64,Dates,132856,6590.45,393.3
MELON,HUMID,DESERT,30-40,WINDY,7.68,61,Hail,9.05,Wheat,124351,6140.0,284.2
MELON,HUMID,DESERT,30-40,RAINY,0.5,42,Hail,6.8,Tomato,66322,5826.16,356.8
MELON,HUMID,DESERT,40-50,NORMAL,7.68,33,Riyadh,6.57,Wheat,124555,8872.21,347.3
MELON,HUMID,DESERT,40-50,SUNNY,9.18,32,Hail,9.1,Cucumber,59534,1362.21,452.1
MELON,HUMID,DESERT,40-50,WINDY,8.68,55,Al-Ahsa,13.19,Barley,67220,2625.27,312.5
MELON,HUMID,DESERT,40-50,RAINY,0.8,26,Qassim,2.39,Cucumber,86409,1627.25,409.2
MELON,HUMID,SEMI ARID,10-20,NORMAL,4.14,63,Tabuk,5.82,Wheat,188821,966.89,411.1
MELON,HUMID,SEMI ARID,10-20,SUNNY,5.64,53,Tabuk,7.45,Dates,111093,4349.81,322.3
MELON,HUMID,SEMI ARID,10-20,WINDY,5.14,58,Al-Madinah,12.22,Barley,116576,5297.47,115.0
MELON,HUMID,SEMI ARID,10-20,RAINY,0.2,62,Riyadh,7.68,Dates,93804,6037.03,187.3
MELON,HUMID,SEMI ARID,20-30,NORMAL,5.14,53,Qassim,10.31,Wheat,45326,8894.62,118.2
MELON,HUMID,SEMI ARID,20-30,SUNNY,6.64,45,Qassim,3.52,Wheat,53383,3731.79,466.5
MELON,HUMID,SEMI ARID,20-30,WINDY,6.14,27,Qassim,4.64,Cucumber,73969,7050.86,108.5
MELON,HUMID,SEMI ARID,20-30,RAINY,0.3,33,Al-Ahsa,8.57,Tomato,179289,8067.72,116.2
MELON,HUMID,SEMI ARID,30-40,NORMAL,6.14,59,Al-Madinah,0.53,Tomato,81378,2355.01,121.0
MELON,HUMID,SEMI ARID,30-40,SUNNY,7.64,44,Jazan,11.08,Cucumber,157512,8329.88,111.1
MELON,HUMID,SEMI ARID,30-40,WINDY,7.14,40,Qassim,11.21,Cucumber,114180,2199.54,212.7
MELON,HUMID,SEMI ARID,30-40,RAINY,0.5,37,Al-Madinah,11.12,Cucumber,54854,2876.42,318.8
MELON,HUMID,SEMI ARID,40-50,NORMAL,7.14,37,Al-Madinah,5.05,Cucumber,44175,9026.08,364.2
MELON,HUMID,SEMI ARID,40-50,SUNNY,8.64,45,Jazan,5.21,Barley,76984,9765.94,290.5
MELON,HUMID,SEMI ARID,40-50,WINDY,8.14,57,Qassim,11.75,Dates,64634,4880.98,351.1
MELON,HUMID,SEMI ARID,40-50,RAINY,0.8,54,Riyadh,12.67,Cucumber,174538,2628.07,289.1
MELON,HUMID,SEMI HUMID,10-20,NORMAL,3.42,57,Jazan,7.82,Dates,98814,2325.28,86.0
MELON,HUMID,SEMI HUMID,10-20,SUNNY,4.92,46,Tabuk,11.58,Dates,92991,7681.46,276.1
MELON,HUMID,SEMI HUMID,10-20,WINDY,4.42,48,Hail,10.48,Dates,132923,9309.37,120.7
MELON,HUMID,SEMI HUMID,10-20,RAINY,0.1,46,Al-Ahsa,3.52,Wheat,76038,6332.35,74.9
MELON,HUMID,SEMI HUMID,20-30,NORMAL,4.42,47,Tabuk,13.91,Wheat,193360,5169.04,280.7
MELON,HUMID,SEMI HUMID,20-30,SUNNY,5.92,62,Tabuk,14.44,Tomato,124291,1044.45,267.2
MELON,HUMID,SEMI HUMID,20-30,WINDY,5.42,62,Qassim,1.35,Tomato,84027,8179.81,463.8
MELON,HUMID,SEMI HUMID,20-30,RAINY,0.2,41,Hail,5.79,Cucumber,70052,3519.69,87.4
MELON,HUMID,SEMI HUMID,30-40,NORMAL,5.42,42,Al-Madinah,3.74,Wheat,48689,4077.02,204.8
MELON,HUMID,SEMI HUMID,30-40,SUNNY,6.92,54,Al-Madinah,1.19,Cucumber,54167,4053.48,231.6
MELON,HUMID,SEMI HUMID,30-40,WINDY,6.42,61,Jazan,12.22,Cucumber,129263,1908.99,231.7
MELON,HUMID,SEMI HUMID,30-40,RAINY,0.3,29,Riyadh,14.35,Barley,188517,4409.51,289.6
MELON,HUMID,SEMI HUMID,40-50,NORMAL,6.42,62,Al-Madinah,11.59,Cucumber,163157,1214.3,183.6
MELON,HUMID,SEMI HUMID,40-50,SUNNY,7.92,41,Riyadh,13.88,Wheat,131849,2822.81,229.2
MELON,HUMID,SEMI HUMID,40-50,WINDY,7.42,58,Al-Madinah,3.74,Tomato,120139,6111.94,60.6
MELON,HUMID,SEMI HUMID,40-50,RAINY,0.5,63,Riyadh,13.58,Barley,52256,8623.58,312.6
MELON,HUMID,HUMID,10-20,NORMAL,2.52,48,Riyadh,3.9,Wheat,108348,5680.82,477.2
MELON,HUMID,HUMID,10-20,SUNNY,4.02,60,Tabuk,14.04,Barley,46665,9136.7,488.8
MELON,HUMID,HUMID,10-20,WINDY,3.52,63,Riyadh,4.31,Cucumber,62998,1271.63,271.6
MELON,HUMID,HUMID,10-20,RAINY,0.1,37,Tabuk,13.82,Barley,109784,5160.98,229.2
MELON,HUMID,HUMID,20-30,NORMAL,3.52,37,Qassim,9.08,Wheat,175027,9429.69,469.9
MELON,HUMID,HUMID,20-30,SUNNY,5.02,36,Qassim,2.66,Wheat,108766,4719.11,188.7
MELON,HUMID,HUMID,20-30,WINDY,4.52,28,Hail,10.98,Tomato,75558,1573.24,481.1
MELON,HUMID,HUMID,20-30,RAINY,0.1,45,Al-Ahsa,11.02,Cucumber,154744,5030.12,93.5
MELON,HUMID,HUMID,30-40,NORMAL,4.52,44,Al-Madinah,12.09,Cucumber,55673,5573.19,130.5
MELON,HUMID,HUMID,30-40,SUNNY,6.02,47,Hail,4.37,Tomato,183402,8449.61,481.0
MELON,HUMID,HUMID,30-40,WINDY,5.52,48,Hail,12.0,Dates,40303,4149.45,318.3
MELON,HUMID,HUMID,30-40,RAINY,0.2,56,Hail,14.1,Tomato,85153,6676.62,171.6
MELON,HUMID,HUMID,40-50,NORMAL,5.52,25,Riyadh,14.97,Cucumber,62307,5826.59,337.9
MELON,HUMID,HUMID,40-50,SUNNY,7.02,54,Riyadh,8.74,Barley,186101,6807.48,385.7
MELON,HUMID,HUMID,40-50,WINDY,6.52,32,Al-Madinah,4.71,Tomato,135255,7331.72,366.6
MELON,HUMID,HUMID,40-50,RAINY,0.3,33,Al-Madinah,4.16,Dates,115253,7414.24,192.9
MELON,WET,DESERT,10-20,NORMAL,3.6,64,Riyadh,6.19,Tomato,102903,3251.46,227.8
MELON,WET,DESERT,10-20,SUNNY,5.1,62,Al-Ahsa,12.1,Wheat,184339,6985.27,362.0
MELON,WET,DESERT,10-20,WINDY,4.6,57,Jazan,4.39,Wheat,106593,1320.8,348.9
MELON,WET,DESERT,10-20,RAINY,0.1,53,Qassim,11.21,Cucumber,136054,6360.63,247.6
MELON,WET,DESERT,20-30,NORMAL,4.6,34,Riyadh,9.7,Tomato,64285,2345.15,367.9
MELON,WET,DESERT,20-30,SUNNY,6.1,64,Riyadh,4.34,Barley,48194,8825.51,89.1
MELON,WET,DESERT,20-30,WINDY,5.6,44,Qassim,0.56,Cucumber,73177,9817.38,365.0
MELON,WET,DESERT,20-30,RAINY,0.2,43,Riyadh,5.78,Tomato,199333,7890.96,322.7
MELON,WET,DESERT,30-40,NORMAL,5.6,47,Al-Ahsa,13.81,Barley,138385,3275.24,270.6
MELON,WET,DESERT,30-40,SUNNY,7.1,62,Riyadh,5.76,Dates,114807,8188.36,151.7
MELON,WET,DESERT,30-40,WINDY,6.6,56,Al-Ahsa,14.23,Wheat,182889,6578.96,402.2
MELON,WET,DESERT,30-40,RAINY,0.3,38,Riyadh,0.6,Barley,101263,9904.38,71.5
MELON,WET,DESERT,40-50,NORMAL,6.6,34,Jazan,13.1,Barley,192110,7434.82,338.1
MELON,WET,DESERT,40-50,SUNNY,8.1,38,Hail,1.55,Dates,42291,3050.2,456.2
MELON,WET,DESERT,40-50,WINDY,7.6,49,Qassim,14.58,Wheat,138289,8826.58,414.8
MELON,WET,DESERT,40-50,RAINY,0.5,27,Al-Madinah,9.84,Wheat,167683,1625.16,171.3
MELON,WET,SEMI ARID,10-20,NORMAL,3.06,59,Al-Madinah,5.38,Wheat,101956,8628.62,171.8
MELON,WET,SEMI ARID,10-20,SUNNY,4.56,44,Jazan,0.96,Barley,58068,6133.6,159.1
MELON,WET,SEMI ARID,10-20,WINDY,4.06,47,Riyadh,5.08,Tomato,106228,4566.97,355.6
MELON,WET,SEMI ARID,10-20,RAINY,0.1,50,Jazan,10.85,Dates,61839,1382.87,102.2
MELON,WET,SEMI ARID,20-30,NORMAL,4.06,47,Jazan,7.05,Tomato,150992,4861.65,200.6
MELON,WET,SEMI ARID,20-30,SUNNY,5.56,50,Riyadh,4.93,Wheat,83702,1359.39,481.1
MELON,WET,SEMI ARID,20-30,WINDY,5.06,43,Jazan,9.76,Cucumber,97431,2376.55,304.8
MELON,WET,SEMI ARID,20-30,RAINY,0.2,27,Hail,14.25,Barley,186934,1313.95,435.9
MELON,WET,SEMI ARID,30-40,NORMAL,5.06,61,Tabuk,11.93,Dates,112932,9153.09,122.0
MELON,WET,SEMI ARID,30-40,SUNNY,6.56,33,Jazan,8.55,Dates,179945,2558.37,307.5
MELON,WET,SEMI ARID,30-40,WINDY,606.0,63,Hail,14.32,Barley,182058,1229.26,260.6
MELON,WET,SEMI ARID,30-40,RAINY,0.3,50,Hail,1.4,Dates,92512,3133.29,495.6
MELON,WET,SEMI ARID,40-50,NORMAL,6.06,27,Qassim,8.11,Cucumber,97665,4456.78,337.0
MELON,WET,SEMI ARID,40-50,SUNNY,7.56,62,Qassim,10.91,Barley,44084,4337.64,351.4
MELON,WET,SEMI ARID,40-50,WINDY,7.06,62,Tabuk,8.05,Wheat,145824,9653.98,204.6
MELON,WET,SEMI ARID,40-50,RAINY,0.5,31,Al-Ahsa,13.92,Cucumber,153928,3477.48,263.0
MELON,WET,SEMI HUMID,10-20,NORMAL,2.34,55,Al-Ahsa,3.13,Cucumber,173830,4276.96,52.5
MELON,WET,SEMI HUMID,10-20,SUNNY,3.84,45,Qassim,4.31,Tomato,128506,9653.43,392.0
MELON,WET,SEMI HUMID,10-20,WINDY,3.34,62,Riyadh,5.76,Wheat,56326,5957.6,326.8
MELON,WET,SEMI HUMID,10-20,RAINY,0.1,27,Riyadh,13.67,Dates,76768,1024.76,195.8
MELON,WET,SEMI HUMID,20-30,NORMAL,3.34,38,Al-Ahsa,6.26,Barley,74623,8920.76,256.8
MELON,WET,SEMI HUMID,20-30,SUNNY,4.84,56,Tabuk,12.84,Wheat,75132,8579.05,55.7
MELON,WET,SEMI HUMID,20-30,WINDY,4.34,32,Jazan,12.8,Barley,110726,4824.9,400.0
MELON,WET,SEMI HUMID,20-30,RAINY,0.1,39,Riyadh,1.3,Barley,111433,1559.35,137.4
MELON,WET,SEMI HUMID,30-40,NORMAL,4.34,46,Tabuk,2.15,Barley,163658,7557.91,292.5
MELON,WET,SEMI HUMID,30-40,SUNNY,5.84,25,Hail,1.47,Tomato,93638,6461.85,294.0
MELON,WET,SEMI HUMID,30-40,WINDY,5.34,40,Al-Madinah,1.88,Cucumber,48680,9610.1,102.3
MELON,WET,SEMI HUMID,30-40,RAINY,0.2,46,Al-Madinah,0.7,Wheat,102377,2103.25,257.2
MELON,WET,SEMI HUMID,40-50,NORMAL,5.34,42,Tabuk,11.34,Tomato,116031,3459.29,180.9
MELON,WET,SEMI HUMID,40-50,SUNNY,6.84,38,Hail,6.2,Cucumber,132151,1627.84,193.5
MELON,WET,SEMI HUMID,40-50,WINDY,6.34,56,Hail,14.19,Barley,53923,5390.31,347.6
MELON,WET,SEMI HUMID,40-50,RAINY,0.3,55,Riyadh,1.65,Barley,152530,6079.88,395.8
MELON,WET,HUMID,10-20,NORMAL,1.44,49,Qassim,11.1,Dates,194577,1751.85,265.1
MELON,WET,HUMID,10-20,SUNNY,3.0,64,Riyadh,9.77,Dates,134104,8328.17,445.2
MELON,WET,HUMID,10-20,WINDY,2.5,33,Al-Ahsa,8.85,Wheat,120746,6317.5,289.4
MELON,WET,HUMID,10-20,RAINY,0.1,55,Jazan,7.73,Wheat,93366,3685.24,348.2
MELON,WET,HUMID,20-30,NORMAL,2.44,40,Al-Ahsa,7.0,Dates,81723,8709.41,148.0
MELON,WET,HUMID,20-30,SUNNY,4.0,64,Riyadh,4.94,Cucumber,129725,5158.61,55.0
MELON,WET,HUMID,20-30,WINDY,3.5,42,Riyadh,11.42,Tomato,102094,9840.05,407.3
MELON,WET,HUMID,20-30,RAINY,0.1,31,Al-Madinah,6.18,Barley,169612,8235.25,411.6
MELON,WET,HUMID,30-40,NORMAL,3.44,62,Hail,10.59,Dates,142893,9399.93,247.4
MELON,WET,HUMID,30-40,SUNNY,5.0,46,Tabuk,1.87,Tomato,149826,6662.08,300.6
MELON,WET,HUMID,30-40,WINDY,4.5,31,Qassim,13.82,Barley,164942,8052.95,121.0
MELON,WET,HUMID,30-40,RAINY,0.1,59,Al-Madinah,10.16,Barley,137337,6490.41,468.2
MELON,WET,HUMID,40-50,NORMAL,4.44,40,Tabuk,7.45,Wheat,76790,4474.22,54.5
MELON,WET,HUMID,40-50,SUNNY,6.0,34,Riyadh,2.41,Tomato,133036,5638.28,107.9
MELON,WET,HUMID,40-50,WINDY,5.5,59,Qassim,10.78,Cucumber,102598,980.13,307.1
MELON,WET,HUMID,40-50,RAINY,0.2,38,Jazan,3.88,Dates,58224,1833.88,185.2
MAIZE,DRY,DESERT,10-20,NORMAL,6.12,44,Qassim,8.88,Cucumber,54687,7036.17,419.6
MAIZE,DRY,DESERT,10-20,SUNNY,7.62,48,Al-Madinah,11.38,Cucumber,189148,3670.57,490.2
MAIZE,DRY,DESERT,10-20,WINDY,7.12,38,Jazan,3.93,Cucumber,77606,8541.26,344.5
MAIZE,DRY,DESERT,10-20,RAINY,0.5,36,Riyadh,2.07,Tomato,111449,4039.5,345.9
MAIZE,DRY,DESERT,20-30,NORMAL,7.12,27,Al-Madinah,11.03,Cucumber,164631,4754.32,145.6
MAIZE,DRY,DESERT,20-30,SUNNY,8.62,55,Riyadh,1.11,Dates,97028,4788.93,343.3
MAIZE,DRY,DESERT,20-30,WINDY,8.12,52,Riyadh,14.08,Dates,79261,6257.08,288.3
MAIZE,DRY,DESERT,20-30,RAINY,0.8,54,Hail,4.23,Cucumber,61963,828.91,50.3
MAIZE,DRY,DESERT,30-40,NORMAL,8.12,31,Al-Madinah,13.53,Wheat,85576,9027.2,467.8
MAIZE,DRY,DESERT,30-40,SUNNY,9.62,37,Jazan,12.0,Tomato,57639,4538.5,397.2
MAIZE,DRY,DESERT,30-40,WINDY,9.12,42,Hail,8.22,Cucumber,149090,2872.54,493.4
MAIZE,DRY,DESERT,30-40,RAINY,0.12,26,Jazan,12.89,Tomato,116369,1393.17,311.8
MAIZE,DRY,DESERT,40-50,NORMAL,9.12,59,Al-Madinah,9.37,Wheat,119142,9420.03,116.1
MAIZE,DRY,DESERT,40-50,SUNNY,10.62,26,Tabuk,11.25,Tomato,139804,7889.26,292.5
MAIZE,DRY,DESERT,40-50,WINDY,10.12,32,Al-Madinah,12.27,Wheat,43891,6168.96,269.1
MAIZE,DRY,DESERT,40-50,RAINY,1.12,30,Tabuk,11.19,Wheat,43480,3474.17,74.4
MAIZE,DRY,SEMI ARID,10-20,NORMAL,5.58,56,Qassim,2.56,Cucumber,122062,4007.88,248.5
MAIZE,DRY,SEMI ARID,10-20,SUNNY,7.08,51,Al-Ahsa,12.76,Cucumber,53327,5741.07,389.9
MAIZE,DRY,SEMI ARID,10-20,WINDY,6.58,56,Tabuk,5.32,Barley,162065,2664.79,453.8
MAIZE,DRY,SEMI ARID,10-20,RAINY,0.3,58,Al-Madinah,12.94,Wheat,159129,6489.18,429.3
MAIZE,DRY,SEMI ARID,20-30,NORMAL,6.58,62,Hail,7.45,Cucumber,92912,3061.02,273.9
MAIZE,DRY,SEMI ARID,20-30,SUNNY,8.08,53,Qassim,10.49,Dates,197384,2718.43,336.9
MAIZE,DRY,SEMI ARID,20-30,WINDY,7.58,44,Riyadh,8.25,Tomato,174410,3268.1,82.6
MAIZE,DRY,SEMI ARID,20-30,RAINY,0.5,51,Tabuk,4.41,Cucumber,47173,5647.45,105.9
MAIZE,DRY,SEMI ARID,30-40,NORMAL,7.58,36,Al-Madinah,12.85,Cucumber,125040,9055.38,382.9
MAIZE,DRY,SEMI ARID,30-40,SUNNY,9.08,34,Al-Ahsa,8.1,Dates,195264,7382.3,373.7
MAIZE,DRY,SEMI ARID,30-40,WINDY,8.58,30,Qassim,4.4,Barley,143885,2519.83,249.1
MAIZE,DRY,SEMI ARID,30-40,RAINY,0.8,44,Riyadh,10.85,Wheat,185471,3634.17,371.2
MAIZE,DRY,SEMI ARID,40-50,NORMAL,8.58,44,Tabuk,14.72,Barley,101774,4771.97,462.1
MAIZE,DRY,SEMI ARID,40-50,SUNNY,10.08,60,Jazan,12.97,Dates,147181,5917.35,316.5
MAIZE,DRY,SEMI ARID,40-50,WINDY,9.58,25,Al-Madinah,10.62,Cucumber,169643,3636.88,73.4
MAIZE,DRY,SEMI ARID,40-50,RAINY,0.58,42,Al-Ahsa,13.1,Barley,48898,2752.64,300.0
MAIZE,DRY,SEMI HUMID,10-20,NORMAL,4.86,64,Tabuk,12.06,Tomato,132880,1491.68,392.1
MAIZE,DRY,SEMI HUMID,10-20,SUNNY,6.36,45,Qassim,10.9,Wheat,70051,3845.25,56.2
MAIZE,DRY,SEMI HUMID,10-20,WINDY,5.86,56,Qassim,8.04,Cucumber,61852,4118.42,96.2
MAIZE,DRY,SEMI HUMID,10-20,RAINY,0.2,34,Hail,1.16,Dates,90809,6557.02,87.3
MAIZE,DRY,SEMI HUMID,20-30,NORMAL,5.86,47,Al-Ahsa,11.91,Dates,87421,6880.2,169.9
MAIZE,DRY,SEMI HUMID,20-30,SUNNY,7.36,56,Al-Ahsa,4.51,Cucumber,136849,6481.29,422.5
MAIZE,DRY,SEMI HUMID,20-30,WINDY,6.86,29,Jazan,6.87,Wheat,137460,7713.22,110.1
MAIZE,DRY,SEMI HUMID,20-30,RAINY,0.3,27,Tabuk,14.19,Dates,159894,4638.07,330.6
MAIZE,DRY,SEMI HUMID,30-40,NORMAL,6.86,55,Hail,8.77,Cucumber,68873,9181.06,276.0
MAIZE,DRY,SEMI HUMID,30-40,SUNNY,8.36,37,Qassim,7.55,Barley,138036,6470.77,383.2
MAIZE,DRY,SEMI HUMID,30-40,WINDY,7.86,57,Jazan,9.17,Tomato,120267,9134.22,66.3
MAIZE,DRY,SEMI HUMID,30-40,RAINY,0.5,33,Riyadh,7.08,Barley,153813,8644.14,155.2
MAIZE,DRY,SEMI HUMID,40-50,NORMAL,7.86,43,Al-Ahsa,13.48,Barley,90904,2591.41,284.1
MAIZE,DRY,SEMI HUMID,40-50,SUNNY,9.36,34,Al-Madinah,13.73,Tomato,79560,6228.9,422.2
MAIZE,DRY,SEMI HUMID,40-50,WINDY,8.86,45,Jazan,14.25,Tomato,128153,2030.93,154.3
MAIZE,DRY,SEMI HUMID,40-50,RAINY,0.8,40,Al-Ahsa,12.47,Wheat,114242,9763.69,296.5
MAIZE,DRY,HUMID,10-20,NORMAL,3.96,59,Hail,5.86,Wheat,47811,8624.87,349.6
MAIZE,DRY,HUMID,10-20,SUNNY,5.46,57,Jazan,7.37,Dates,102741,2596.23,126.0
MAIZE,DRY,HUMID,10-20,WINDY,4.96,28,Al-Madinah,8.49,Wheat,153764,3403.25,449.1
MAIZE,DRY,HUMID,10-20,RAINY,0.1,35,Hail,6.46,Cucumber,79172,5384.96,115.4
MAIZE,DRY,HUMID,20-30,NORMAL,4.96,44,Tabuk,2.49,Wheat,196010,5162.83,90.9
MAIZE,DRY,HUMID,20-30,SUNNY,6.46,59,Qassim,2.46,Wheat,141280,3397.06,272.9
MAIZE,DRY,HUMID,20-30,WINDY,5.96,51,Hail,12.66,Tomato,85069,7962.02,100.3
MAIZE,DRY,HUMID,20-30,RAINY,0.2,46,Tabuk,5.41,Wheat,173922,6329.57,101.9
MAIZE,DRY,HUMID,30-40,NORMAL,5.96,47,Hail,12.04,Cucumber,60861,7150.58,478.2
MAIZE,DRY,HUMID,30-40,SUNNY,7.46,40,Tabuk,14.86,Tomato,46959,8327.48,374.5
MAIZE,DRY,HUMID,30-40,WINDY,6.96,45,Hail,10.04,Tomato,183565,3261.14,180.7
MAIZE,DRY,HUMID,30-40,RAINY,0.3,45,Hail,13.17,Tomato,172540,6511.54,323.1
MAIZE,DRY,HUMID,40-50,NORMAL,6.96,58,Tabuk,4.82,Tomato,150950,5081.62,411.0
MAIZE,DRY,HUMID,40-50,SUNNY,8.46,58,Riyadh,13.71,Dates,68614,3694.29,485.8
MAIZE,DRY,HUMID,40-50,WINDY,7.96,41,Jazan,4.12,Barley,167364,5956.58,395.4
MAIZE,DRY,HUMID,40-50,RAINY,0.5,33,Hail,11.76,Barley,88609,3357.62,119.8
MAIZE,HUMID,DESERT,10-20,NORMAL,4.68,38,Riyadh,6.75,Dates,139560,862.03,317.3
MAIZE,HUMID,DESERT,10-20,SUNNY,6.18,35,Tabuk,11.38,Wheat,125589,5190.78,458.4
MAIZE,HUMID,DESERT,10-20,WINDY,5.68,55,Qassim,13.45,Dates,114019,8959.32,99.1
MAIZE,HUMID,DESERT,10-20,RAINY,0.2,28,Al-Madinah,0.84,Dates,60830,6651.06,481.9
MAIZE,HUMID,DESERT,20-30,NORMAL,5.68,31,Riyadh,7.28,Dates,156754,948.21,122.1
MAIZE,HUMID,DESERT,20-30,SUNNY,7.18,51,Qassim,2.53,Tomato,95136,4960.2,148.9
MAIZE,HUMID,DESERT,20-30,WINDY,6.68,37,Al-Madinah,6.8,Barley,114484,7759.47,405.5
MAIZE,HUMID,DESERT,20-30,RAINY,0.3,60,Hail,14.67,Wheat,61274,4719.41,496.4
